question,label
새싹따릉이 서울 도봉구 어디,S-CATEGORY B-LOCATION E-LOCATION O
새싹따릉이 서울 도봉구 어디서 타,S-CATEGORY B-LOCATION E-LOCATION O O
새싹따릉이 서울 도봉구 어딨지,S-CATEGORY B-LOCATION E-LOCATION O
새싹따릉이 서울 도봉구 어디서 탈까,S-CATEGORY B-LOCATION E-LOCATION O O
새싹따릉이 서울 도봉구 어디서 타지,S-CATEGORY B-LOCATION E-LOCATION O O
따릉이 대여소 서울 도봉구 어디,S-CATEGORY O B-LOCATION E-LOCATION O
따릉이 대여소 서울 도봉구 어디서 타,S-CATEGORY O B-LOCATION E-LOCATION O O
따릉이 대여소 서울 도봉구 어딨지,S-CATEGORY O B-LOCATION E-LOCATION O
따릉이 대여소 서울 도봉구 어디서 탈까,S-CATEGORY O B-LOCATION E-LOCATION O O
따릉이 대여소 서울 도봉구 어디서 타지,S-CATEGORY O B-LOCATION E-LOCATION O O
새싹따릉이 대여 서울 도봉구 어디,S-CATEGORY O B-LOCATION E-LOCATION O
새싹따릉이 대여 서울 도봉구 어디서 타,S-CATEGORY O B-LOCATION E-LOCATION O O
새싹따릉이 대여 서울 도봉구 어딨지,S-CATEGORY O B-LOCATION E-LOCATION O
새싹따릉이 대여 서울 도봉구 어디서 탈까,S-CATEGORY O B-LOCATION E-LOCATION O O
새싹따릉이 대여 서울 도봉구 어디서 타지,S-CATEGORY O B-LOCATION E-LOCATION O O
전기자동차 충전소 서울 도봉구 어디,S-CATEGORY O B-LOCATION E-LOCATION O
전기자동차 충전소 서울 도봉구 어디서 타,S-CATEGORY O B-LOCATION E-LOCATION O O
전기자동차 충전소 서울 도봉구 어딨지,S-CATEGORY O B-LOCATION E-LOCATION O
전기자동차 충전소 서울 도봉구 어디서 탈까,S-CATEGORY O B-LOCATION E-LOCATION O O
전기자동차 충전소 서울 도봉구 어디서 타지,S-CATEGORY O B-LOCATION E-LOCATION O O
전기차 충전소 서울 도봉구 어디,S-CATEGORY O B-LOCATION E-LOCATION O
전기차 충전소 서울 도봉구 어디서 타,S-CATEGORY O B-LOCATION E-LOCATION O O
전기차 충전소 서울 도봉구 어딨지,S-CATEGORY O B-LOCATION E-LOCATION O
전기차 충전소 서울 도봉구 어디서 탈까,S-CATEGORY O B-LOCATION E-LOCATION O O
전기차 충전소 서울 도봉구 어디서 타지,S-CATEGORY O B-LOCATION E-LOCATION O O
서울 동대문구 자전거 알려줘,B-LOCATION E-LOCATION S-CATEGORY O
서울 동대문구 자전거 어디서 타,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 자전거 어디,B-LOCATION E-LOCATION S-CATEGORY O
서울 동대문구 자전거 어디서 타,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 자전거 어디서 타지,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 자전거 대여소 알려줘,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 자전거 대여소 어딨어,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 자전거 대여소 어디,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 자전거 대여소 어디서 타,B-LOCATION E-LOCATION S-CATEGORY O O O
서울 동대문구 자전거 대여소 어디서 타지,B-LOCATION E-LOCATION S-CATEGORY O O O
서울 동대문구 따릉이 알려줘,B-LOCATION E-LOCATION S-CATEGORY O
서울 동대문구 따릉이 어딨니,B-LOCATION E-LOCATION S-CATEGORY O
서울 동대문구 따릉이 어디서 타,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 따릉이 어디,B-LOCATION E-LOCATION S-CATEGORY O
서울 동대문구 따릉이 어딨어,B-LOCATION E-LOCATION S-CATEGORY O
서울 동대문구 따릉이 대여소,B-LOCATION E-LOCATION S-CATEGORY O
서울 동대문구 따릉이 대여소 어디,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 따릉이 대여소 어디서 타지,B-LOCATION E-LOCATION S-CATEGORY O O O
서울 동대문구 따릉이 대여소 알려줘,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 따릉이 대여소 어디,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 전기차 충전소,B-LOCATION E-LOCATION S-CATEGORY O
서울 동대문구 전기차 충전소 알려줘,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 전기차 충전소 어디있어,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 전기차 충전소 어딨지,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 전기차 충전소 어디,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 전기차 충전소 어딨니,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 전기자동차 충전소,B-LOCATION E-LOCATION S-CATEGORY O
서울 동대문구 전기자동차 충전소 어딨어,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 전기자동차 충전소 어디,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 전기자동차 충전소 알려줘,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 전기자동차 충전소 어딨지,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 전기자동차 충전소 어딨니,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 새싹따릉이 알려줘,B-LOCATION E-LOCATION S-CATEGORY O
서울 동대문구 새싹따릉이 어딨니,B-LOCATION E-LOCATION S-CATEGORY O
서울 동대문구 새싹따릉이 어디서 타,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 새싹따릉이 어디,B-LOCATION E-LOCATION S-CATEGORY O
서울 동대문구 새싹따릉이 어딨어 음,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 새싹따릉이 대여소,B-LOCATION E-LOCATION S-CATEGORY O
서울 동대문구 새싹따릉이 대여소 어디,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 새싹따릉이 대여소 어디서 타지,B-LOCATION E-LOCATION S-CATEGORY O O O
서울 동대문구 새싹따릉이 대여소 알려줘,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 새싹따릉이 대여소 어디,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 자전거 대여 알려줘,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 자전거 대여 어디서 탈까,B-LOCATION E-LOCATION S-CATEGORY O O O
서울 동대문구 자전거 대여 어디,B-LOCATION E-LOCATION S-CATEGORY O O
서울 동대문구 자전거 대여 어디서 타,B-LOCATION E-LOCATION S-CATEGORY O O O
서울 동대문구 자전거 대여 어디서 타지,B-LOCATION E-LOCATION S-CATEGORY O O O
자전거 서울 동대문구 어디,S-CATEGORY B-LOCATION E-LOCATION O
자전거 서울 동대문구 어디서 타,S-CATEGORY B-LOCATION E-LOCATION O O
자전거 서울 동대문구 어딨지,S-CATEGORY B-LOCATION E-LOCATION O
자전거 서울 동대문구 어디서 탈까,S-CATEGORY B-LOCATION E-LOCATION O O
자전거 서울 동대문구 어디서 타지,S-CATEGORY B-LOCATION E-LOCATION O O
자전거 대여소 서울 동대문구 어디,S-CATEGORY O B-LOCATION E-LOCATION O
자전거 대여소 서울 동대문구 어디서 타,S-CATEGORY O B-LOCATION E-LOCATION O O
자전거 대여소 서울 동대문구 어딨지,S-CATEGORY O B-LOCATION E-LOCATION O
자전거 대여소 서울 동대문구 어디서 탈까,S-CATEGORY O B-LOCATION E-LOCATION O O
자전거 대여소 서울 동대문구 어디서 타지,S-CATEGORY O B-LOCATION E-LOCATION O O
자전거 대여 서울 동대문구 어디,S-CATEGORY O B-LOCATION E-LOCATION O
자전거 대여 서울 동대문구 어디서 타,S-CATEGORY O B-LOCATION E-LOCATION O O
자전거 대여 서울 동대문구 어딨지,S-CATEGORY O B-LOCATION E-LOCATION O
자전거 대여 서울 동대문구 어디서 탈까,S-CATEGORY O B-LOCATION E-LOCATION O O
자전거 대여 서울 동대문구 어디서 타지,S-CATEGORY O B-LOCATION E-LOCATION O O
따릉이 서울 동대문구 어디,S-CATEGORY B-LOCATION E-LOCATION O
따릉이 서울 동대문구 어디서 타,S-CATEGORY B-LOCATION E-LOCATION O O
따릉이 서울 동대문구 어딨지,S-CATEGORY B-LOCATION E-LOCATION O
따릉이 서울 동대문구 어디서 탈까,S-CATEGORY B-LOCATION E-LOCATION O O
따릉이 서울 동대문구 어디서 타지,S-CATEGORY B-LOCATION E-LOCATION O O
따릉이 대여 서울 동대문구 어디,S-CATEGORY O B-LOCATION E-LOCATION O
따릉이 대여 서울 동대문구 어디서 타,S-CATEGORY O B-LOCATION E-LOCATION O O
따릉이 대여 서울 동대문구 어딨지,S-CATEGORY O B-LOCATION E-LOCATION O
따릉이 대여 서울 동대문구 어디서 탈까,S-CATEGORY O B-LOCATION E-LOCATION O O
따릉이 대여 서울 동대문구 어디서 타지,S-CATEGORY O B-LOCATION E-LOCATION O O
새싹따릉이 서울 동대문구 어디,S-CATEGORY B-LOCATION E-LOCATION O
새싹따릉이 서울 동대문구 어디서 타,S-CATEGORY B-LOCATION E-LOCATION O O
새싹따릉이 서울 동대문구 어딨지,S-CATEGORY B-LOCATION E-LOCATION O
새싹따릉이 서울 동대문구 어디서 탈까,S-CATEGORY B-LOCATION E-LOCATION O O
새싹따릉이 서울 동대문구 어디서 타지,S-CATEGORY B-LOCATION E-LOCATION O O
따릉이 대여소 서울 동대문구 어디,S-CATEGORY O B-LOCATION E-LOCATION O
따릉이 대여소 서울 동대문구 어디서 타,S-CATEGORY O B-LOCATION E-LOCATION O O
따릉이 대여소 서울 동대문구 어딨지,S-CATEGORY O B-LOCATION E-LOCATION O
따릉이 대여소 서울 동대문구 어디서 탈까,S-CATEGORY O B-LOCATION E-LOCATION O O
따릉이 대여소 서울 동대문구 어디서 타지,S-CATEGORY O B-LOCATION E-LOCATION O O
새싹따릉이 대여 서울 동대문구 어디,S-CATEGORY O B-LOCATION E-LOCATION O
새싹따릉이 대여 서울 동대문구 어디서 타,S-CATEGORY O B-LOCATION E-LOCATION O O
새싹따릉이 대여 서울 동대문구 어딨지,S-CATEGORY O B-LOCATION E-LOCATION O
새싹따릉이 대여 서울 동대문구 어디서 탈까,S-CATEGORY O B-LOCATION E-LOCATION O O
새싹따릉이 대여 서울 동대문구 어디서 타지,S-CATEGORY O B-LOCATION E-LOCATION O O
전기자동차 충전소 서울 동대문구 어디,S-CATEGORY O B-LOCATION E-LOCATION O
전기자동차 충전소 서울 동대문구 어디서 타,S-CATEGORY O B-LOCATION E-LOCATION O O
전기자동차 충전소 서울 동대문구 어딨지,S-CATEGORY O B-LOCATION E-LOCATION O
전기자동차 충전소 서울 동대문구 어디서 탈까,S-CATEGORY O B-LOCATION E-LOCATION O O
전기자동차 충전소 서울 동대문구 어디서 타지,S-CATEGORY O B-LOCATION E-LOCATION O O
전기차 충전소 서울 동대문구 어디,S-CATEGORY O B-LOCATION E-LOCATION O
전기차 충전소 서울 동대문구 어디서 타,S-CATEGORY O B-LOCATION E-LOCATION O O
전기차 충전소 서울 동대문구 어딨지,S-CATEGORY O B-LOCATION E-LOCATION O
전기차 충전소 서울 동대문구 어디서 탈까,S-CATEGORY O B-LOCATION E-LOCATION O O
전기차 충전소 서울 동대문구 어디서 타지,S-CATEGORY O B-LOCATION E-LOCATION O O
서울 은평구 자전거 알려줘,B-LOCATION E-LOCATION S-CATEGORY O
서울 은평구 자전거 어디서 타,B-LOCATION E-LOCATION S-CATEGORY O O
서울 은평구 자전거 어디,B-LOCATION E-LOCATION S-CATEGORY O
서울 은평구 자전거 어디서 타,B-LOCATION E-LOCATION S-CATEGORY O O
서울 은평구 자전거 어디서 타지,B-LOCATION E-LOCATION S-CATEGORY O O
서울 은평구 자전거 대여소 알려줘,B-LOCATION E-LOCATION S-CATEGORY O O
서울 은평구 자전거 대여소 어딨어 음,B-LOCATION E-LOCATION S-CATEGORY O O O
서울 은평구 자전거 대여소 어디,B-LOCATION E-LOCATION S-CATEGORY O O
서울 은평구 자전거 대여소 어디서 타,B-LOCATION E-LOCATION S-CATEGORY O O O
서울 은평구 자전거 대여소 어디서 타지,B-LOCATION E-LOCATION S-CATEGORY O O O
서울 은평구 따릉이 알려줘,B-LOCATION E-LOCATION S-CATEGORY O
서울 은평구 따릉이 어딨니,B-LOCATION E-LOCATION S-CATEGORY O
서울 은평구 따릉이 어디서 타,B-LOCATION E-LOCATION S-CATEGORY O O
서울 은평구 따릉이 어디,B-LOCATION E-LOCATION S-CATEGORY O
서울 은평구 따릉이 어딨어,B-LOCATION E-LOCATION S-CATEGORY O
